landingFacilityType|locationIdentifier|stateCode|cityName|officialFacilityName|elevation|land_area|refPtLatitude|refPtLongitude
AIRPORT|0AK7|AK|HOMER|BRADLEY LAKE HYDROELECTRIC PROJECT AIRSTRIP|18||59.7760694444444|-150.958513888889
AIRPORT|OL99|AK|HOMER|LOOKOUT|1310|10|59.7034138888889|-151.496458333333
SEAPLANE BASE|OOH|AK|HOONAH|HOONAH|0||58.1121594444444|-135.451805
AIRPORT|HNH|AK|HOONAH|HOONAH|21.5||58.0961991666667|-135.40875625
AIRPORT|HPB|AK|HOOPER BAY|HOOPER BAY|10.2|395|61.5238611111111|-166.146611111111
AIRPORT|5HO|AK|HOPE|HOPE|193.9|62|60.9072527777778|-149.622811111111
AIRPORT|4Z5|AK|HORSFELD|HORSFELD|3620||62.0072333333333|-141.182113888889
AIRPORT|13AK|AK|HOUSTON|SATTERBERGS|350||61.6547|-149.9
AIRPORT|AK29|AK|HOUSTON|REIDS LANDING|246|80|61.6126|-149.852280555556
AIRPORT|AK89|AK|HOUSTON|BLACK SPRUCE|350||61.6563083333333|-149.886722222222
AIRPORT|AA33|AK|HOUSTON|GUS LANDING|120||61.60415|-149.770119444444
AIRPORT|AA30|AK|HOUSTON|TRIO ESTATES|315||61.6481888888889|-149.870830555556
SEAPLANE BASE|80AK|AK|HOUSTON|MORVRO LAKE|300||61.6019694444444|-149.784180555556
AIRPORT|HUS|AK|HUGHES|HUGHES|298.6||66.0390833333333|-154.264694444444
AIRPORT|HLA|AK|HUSLIA|HUSLIA|219.7|203|65.6978611111111|-156.351388888889
SEAPLANE BASE|HYG|AK|HYDABURG|HYDABURG|0||55.2063161111111|-132.828313055556
SEAPLANE BASE|4Z7|AK|HYDER|HYDER|0||55.9033197222222|-130.006703055556
AIRPORT|19AK|AK|ICY BAY|ICY BAY|50||59.9690188888889|-141.661770277778
AIRPORT|2AK8|AK|ICY CAPE|ICY CAPE AFS|48||70.2924891666667|-161.903334166667
AIRPORT|IGG|AK|IGIUGIG|IGIUGIG|90.4|117|59.3240416666667|-155.901772777778
AIRPORT|ILI|AK|ILIAMNA|ILIAMNA|192.4||59.7555781111111|-154.91775225
AIRPORT|2AK9|AK|INDEPENDENCE CREEK|INDEPENDENCE CREEK|250||65.6734772222222|-162.464062777778
SEAPLANE BASE|KIB|AK|IVANOF BAY|IVANOF BAY|0||55.8975333333333|-159.488668888889
AIRPORT|4Z9|AK|JAKOLOF BAY|JAKOLOF BAY|5||59.4521605555556|-151.522381111111
AIRPORT|AK60|AK|JENSENS|FORT JENSEN|240||57.8850997222222|-157.096820277778
AIRPORT|JNU|AK|JUNEAU|JUNEAU INTL|25.3|662|58.3547118055556|-134.578470527778
HELIPORT|AK94|AK|JUNEAU|ALASCOM/COASTAL LENA POINT|150|1|58.3907805555556|-134.7768
HELIPORT|AA44|AK|JUNEAU|BARLETT REGIONAL HOSPITAL|296||58.3287027777778|-134.465711111111
SEAPLANE BASE|5Z1|AK|JUNEAU|JUNEAU HARBOR|0||58.2988888888889|-134.407777777778
HELIPORT|73AK|AK|JUNEAU|YANKEE COVE|0||58.5916666666667|-134.9
HELIPORT|18AK|AK|JUNEAU|NORTH DOUGLAS|25||58.3321736111111|-134.497053333333
SEAPLANE BASE|KAE|AK|KAKE|KAKE|0||56.9729963888889|-133.945614722222
AIRPORT|AFE|AK|KAKE|KAKE|171.5||56.9613625|-133.910261111111
AIRPORT|8AK7|AK|KAKTOVIK|BULLEN POINT AIR FORCE STATION|18|605|70.1727777777778|-146.836111111111
AIRPORT|1KC|AK|KALAKAKET CREEK|KALAKAKET CREEK AS|1598||64.4244472222222|-156.843338888889
AIRPORT|KLG|AK|KALSKAG|KALSKAG|63.3|160|61.5359722222222|-160.345583333333
AIRPORT|KAL|AK|KALTAG|KALTAG|181.1|292|64.31898|-158.741305833333
HELIPORT|5Z4|AK|KANAKANAK|ANS HOSPITAL|100|1|59.0017527777778|-158.532464444444
AIRPORT|5Z5|AK|KANTISHNA|KANTISHNA|1578|6|63.5409861111111|-150.995077777778
AIRPORT|Z90|AK|KANTISHNA|STAMPEDE|1852||63.7512055555556|-150.330263888889
AIRPORT|KYK|AK|KARLUK|KARLUK|141.9||57.5660555555556|-154.453805555556
SEAPLANE BASE|KKL|AK|KARLUK LAKE|KARLUK LAKE|368||57.3670358333333|-154.027591111111
SEAPLANE BASE|KXA|AK|KASAAN|KASAAN|0||55.5374138888889|-132.397514444444
AIRPORT|Z09|AK|KASIGLUK|KASIGLUK|47.9|106|60.8733333333333|-162.524305555556
AIRPORT|5KS|AK|KASILOF|KASILOF|125|160|60.3505208333333|-151.262856388889
SEAPLANE BASE|AK5|AK|KASILOF|ENCELEWSKI LAKE|230||60.2555555555556|-151.303055555556
SEAPLANE BASE|5Z9|AK|KATMAI NATIONAL PARK|LAKE BROOKS|36||58.5548430555556|-155.7773875
AIRPORT|RK1|AK|KAVIK RIVER|KAVIK STRIP|668||69.6767763888889|-146.900045833333
AIRPORT|ENA|AK|KENAI|KENAI MUNI|99.6|1200|60.5732777777778|-151.244833333333
AIRPORT|3AK5|AK|KENAI|DRIFT RIVER|30|58|60.5888675|-152.161977222222
AIRPORT|8AK2|AK|KENAI|"CARTY'S AIRSTRIP"|150|10|60.7025|-151.294166666667
SEAPLANE BASE|2R3|AK|KENAI|ISLAND LAKE|140||60.7044361111111|-151.311402777778
AIRPORT|30AK|AK|KENAI|DOYLE ESTATES|50||60.5027583333333|-151.260002777778
AIRPORT|3AK4|AK|KENAI|JOHNSON|102||60.6324888888889|-151.340013333333
SEAPLANE BASE|2VI2|AK|KENAI|REDOUBT VIEW SEAPLANE BASE|385||60.4190388888889|-152.354891666667
AIRPORT|6AK3|AK|KENAI|BUTLER AVIATION|185|12|60.7294405555556|-151.278068333333
AIRPORT|AA16|AK|KENAI|TREASURE CHEST|125|9|60.6248083333333|-151.2945
SEAPLANE BASE|03AK|AK|KENAI|JOE CLOUDS|150||60.7272222222222|-151.132777777778
AIRPORT|75AK|AK|KENAI|HENLEY|100||60.5930666666667|-151.327955555556
HELIPORT|82AK|AK|KENAI|PRL LOGISTICS|28.8||60.5295265|-151.256738055556
AIRPORT|0AA7|AK|KENAI|KALIFONSKY MEADOWS|65|120|60.4915388888889|-151.235252777778
SEAPLANE BASE|9C0|AK|KETCHIKAN|PENINSULA POINT PULLOUT|0||55.3846505555556|-131.738352222222
HELIPORT|17AK|AK|KETCHIKAN|KETCHIKAN /TEMSCO H/|20|16|55.3829841666667|-131.735018333333
AIRPORT|KTN|AK|KETCHIKAN|KETCHIKAN INTL|92.4|2600|55.3540833333333|-131.711222222222
SEAPLANE BASE|5KE|AK|KETCHIKAN|KETCHIKAN HARBOR|0||55.3444638888889|-131.663438888889
SEAPLANE BASE|8K9|AK|KETCHIKAN|MURPHYS PULLOUT|0||55.3896502777778|-131.738074166667
HELIPORT|8AK4|AK|KETCHIKAN|MCCUES|2||55.3674833333333|-131.715811111111
HELIPORT|3AK0|AK|KETCHIKAN|WOLFE POINT|50||55.3625|-131.709444444444
AIRPORT|IAN|AK|KIANA|BOB BAKER MEMORIAL|171.2||66.9759444444444|-160.436527777778
AIRPORT|KVC|AK|KING COVE|KING COVE|155|146|55.1163472222222|-162.266247222222
AIRPORT|AKN|AK|KING SALMON|KING SALMON|73.4|5277|58.6764934722222|-156.648691
AIRPORT|AA05|AK|KING SALMON|UGASHIK NARROWS|20|32|57.5585305555556|-156.787684722222
AIRPORT|IIK|AK|KIPNUK|KIPNUK|19.5||59.9316111111111|-164.028111111111
SEAPLANE BASE|KKB|AK|KITOI BAY|KITOI BAY|0||58.1909461111111|-152.3704875
AIRPORT|KVL|AK|KIVALINA|KIVALINA|18.4||67.7361388888889|-164.5635
SEAPLANE BASE|AQC|AK|KLAWOCK|KLAWOCK|0||55.5546575|-133.101692777778
AIRPORT|AKW|AK|KLAWOCK|KLAWOCK|79.7||55.5792222222222|-133.076
AIRPORT|OBU|AK|KOBUK|KOBUK|142.2|167|66.9123333333333|-156.897333333333
AIRPORT|KDK|AK|KODIAK|KODIAK MUNI|139||57.8059175|-152.373841388889
SEAPLANE BASE|9Z3|AK|KODIAK|KODIAK /LILLY LAKE/|130||57.8025838888889|-152.382731666667
AIRPORT|ADQ|AK|KODIAK|KODIAK|78.8||57.7497922222222|-152.493943666667
SEAPLANE BASE|T44|AK|KODIAK|TRIDENT BASIN|0||57.7808333333333|-152.391388888889
AIRPORT|9K2|AK|KOKHANOK|KOKHANOK|114.7|111|59.4332861111111|-154.802591666667
AIRPORT|JZZ|AK|KOLIGANEK|KOLIGANEK|271.8|112|59.72675|-157.26025
AIRPORT|DUY|AK|KONGIGANAK|KONGIGANAK|32.7|134|59.9616308333333|-162.880593888889
AIRPORT|2A9|AK|KOTLIK|KOTLIK|13.6|185|63.0305833333333|-163.532638888889
AIRPORT|OTZ|AK|KOTZEBUE|RALPH WIEN MEMORIAL|15.4|1480|66.8848055555556|-162.598138888889
AIRPORT|KKA|AK|KOYUK|KOYUK ALFRED ADAMS|161.5|132|64.9395277777778|-161.154277777778
AIRPORT|KYU|AK|KOYUKUK|KOYUKUK|148.9|287|64.8758055555556|-157.730444444444
AIRPORT|LKK|AK|KULIK LAKE|KULIK LAKE|717||58.9650055555555|-155.0956125
AIRPORT|UBW|AK|KUPARUK|UGNU-KUPARUK|75||70.3306666666667|-149.598055555556
HELIPORT|27AK|AK|KUPARUK|PAD-66|60||70.3430416666667|-149.589063888889
HELIPORT|AA38|AK|KUPARUK|NIKAITCHUQ OPERATIONS CENTER|20|1|70.4824805555556|-149.853233333333
HELIPORT|AA51|AK|KUPARUK|SPY ISLAND DRILL-SITE|21|1|70.55625|-149.910527777778
AIRPORT|KWT|AK|KWETHLUK|KWETHLUK|25.3||60.7903333333333|-161.443694444444
AIRPORT|GGV|AK|KWIGILLINGOK|KWIGILLINGOK|21.4|379|59.8755847222222|-163.1680375
AIRPORT|Z55|AK|LAKE LOUISE|LAKE LOUISE|2480.2||62.2916180555556|-146.57735
SEAPLANE BASE|13S|AK|LAKE LOUISE|LAKE LOUISE|2362||62.2828552777778|-146.518866944444
AIRPORT|AK80|AK|LAKE LOUISE|RED CREEK|3530||62.2911111111111|-147.406944444444
AIRPORT|2A3|AK|LARSEN BAY|LARSEN BAY|86.7||57.5350833333333|-153.976666666667
AIRPORT|9Z9|AK|LAWING|LAWING|484|21|60.4118847222222|-149.369341666667
SEAPLANE BASE|ALZ|AK|LAZY BAY|ALITAK|0||56.8994872222222|-154.247846666667
AIRPORT|9Z8|AK|LEVELOCK|LEVELOCK|55.8|195|59.1270833333333|-156.859888888889
AIRPORT|2AK|AK|LIME VILLAGE|LIME VILLAGE|545||61.3591305555556|-155.440386111111
AIRPORT|AK53|AK|LIME VILLAGE|STONY MOUNTAIN LODGE|1197||61.2570891666667|-153.797883055556
AIRPORT|4AK|AK|LIVENGOOD|LIVENGOOD CAMP|427.5||65.4672694444445|-148.653747222222
AIRPORT|AK71|AK|LONELY|LONELY AS|17||70.9107452777778|-153.242215
AIRPORT|4AK3|AK|LONG LAKE|LONG LAKE|1500||61.3778825|-143.325958333333
SEAPLANE BASE|13Z|AK|LORING|LORING|0||55.6013058333333|-131.636683055556
AIRPORT|15Z|AK|MCCARTHY|MCCARTHY|1532.8||61.4378190833333|-142.902503
AIRPORT|AK31|AK|MCCARTHY|SWIFT CREEK|1225|27|61.4112244444444|-143.001235
AIRPORT|0AK8|AK|MCCARTHY|FIREWEED|1320||61.4268777777778|-142.978833333333
AIRPORT|AK0|AK|MCCARTHY|JAKES BAR|1074||61.2188722222222|-142.891211111111
AIRPORT|56AK|AK|MCGRATH|HINKES|1200|25|62.5453888888889|-154.002111111111
AIRPORT|MCG|AK|MCGRATH|MC GRATH|342.7|641|62.9527839166667|-155.607048055556
AIRPORT|AK40|AK|MCGRATH|NIXON FORK MINE|1510|32|63.2291805555556|-154.760336111111
SEAPLANE BASE|16Z|AK|MCGRATH|MC GRATH|325||62.957985|-155.593179166667
AIRPORT|INR|AK|MCKINLEY PARK|MC KINLEY NATIONAL PARK|1720||63.7325983333333|-148.910638333333
AIRPORT|AK06|AK|MCKINLEY PARK|DENALI|2050||63.6450994444444|-148.798130555556
AIRPORT|4AK5|AK|MANKOMEN LAKE|MANKOMEN LAKE|3050||62.9898822222222|-144.479998888889
AIRPORT|MLY|AK|MANLEY HOT SPRINGS|MANLEY HOT SPRINGS|275.3|300|64.9879444444445|-150.647583333333
AIRPORT|MBA|AK|MANOKOTAK|MANOKOTAK|106.6|330|58.9320555555556|-158.901888888889
AIRPORT|MDM|AK|MARSHALL|MARSHALL DON HUNTER SR|115.3|400|61.8641666666667|-162.026111111111
AIRPORT|MYK|AK|MAY CREEK|MAY CREEK|1681||61.3361611111111|-142.685886111111
AIRPORT|0AK5|AK|MAY CREEK|YOUNG CREEK|1580||61.3565138888889|-142.733444444444
AIRPORT|24AK|AK|MEADOW LAKES|TOAD LAKE STRIP|100|55|61.61575|-149.706930555556
AIRPORT|MYU|AK|MEKORYUK|MEKORYUK|53.3|575|60.3723888888889|-166.270194444444
SEAPLANE BASE|MTM|AK|METLAKATLA|METLAKATLA|0||55.1310452777778|-131.5780675
SEAPLANE BASE|84K|AK|MEYERS CHUCK|MEYERS CHUCK|0||55.7396361111111|-132.255018333333
AIRPORT|MDO|AK|MIDDLETON ISLAND|MIDDLETON ISLAND|100.4|5500|59.4499436111111|-146.307240555556
AIRPORT|MHM|AK|MINCHUMINA|MINCHUMINA|681.8|674|63.8859722222222|-152.301833333333
AIRPORT|51Z|AK|MINTO|MINTO AL WRIGHT|499.8|295|65.1481666666667|-149.368583333333
AIRPORT|0AK3|AK|MONTANA CREEK|PARKER LAKE|250|5|62.034825|-150.491044444444
AIRPORT|99AK|AK|MOORE CREEK|MOORE CREEK|980||62.5990427777778|-157.151805833333
SEAPLANE BASE|52Z|AK|MOOSE PASS|SUMMIT LAKE|1300||60.6410811111111|-149.497134444444
SEAPLANE BASE|KMY|AK|MOSER BAY|MOSER BAY|0||57.0255855555556|-154.145918611111
AIRPORT|MOU|AK|MOUNTAIN VILLAGE|MOUNTAIN VILLAGE|339.1||62.0947777777778|-163.682861111111
AIRPORT|IBN|AK|NABESNA|DEVILS MOUNTAIN LODGE|2880||62.4018461111111|-142.995468055556
AIRPORT|76Z|AK|NAKEEN|NAKEEN|50||58.927605|-157.047152222222
AIRPORT|5NK|AK|NAKNEK|NAKNEK|70|84|58.7346628611111|-157.025210416667
AIRPORT|4AK9|AK|NAKNEK|TIBBETTS|50|19|58.7342697222222|-157.007141944444
SEAPLANE BASE|78Z|AK|NANCY LAKE|NANCY LAKE|214||61.7033194444444|-150.007138888889
AIRPORT|KEB|AK|NANWALEK|NANWALEK|27|14|59.3521483333333|-151.925155833333
AIRPORT|AK07|AK|NANWALEK|DOG FISH BAY|10|9|59.2409991666667|-151.877115277778
AIRPORT|4AK8|AK|NAPAIMUTE|NAPAIMUTE PIONEER AIRFIELD|200|10|61.5363138888889|-158.738963888889
AIRPORT|WNA|AK|NAPAKIAK|NAPAKIAK|16.9||60.6903333333333|-161.9785
AIRPORT|PKA|AK|NAPASKIAK|NAPASKIAK|24||60.7029166666667|-161.778305555556
AIRPORT|OUL|AK|NELSON LAGOON|NELSON LAGOON|14||56.0075361111111|-161.160367222222
AIRPORT|ENN|AK|NENANA|NENANA MUNI|368|1030|64.5473291944444|-149.073975194444
AIRPORT|KNW|AK|NEW STUYAHOK|NEW STUYAHOK|370.7||59.4515277777778|-157.373166666667
AIRPORT|EWU|AK|NEWTOK|NEWTOK|25||60.9391388888889|-164.64125
SEAPLANE BASE|WWT|AK|NEWTOK|NEWTOK|6||60.9236541666667|-164.656213888889
AIRPORT|AK11|AK|NIKISKI|HIGH VISTA|200|160|60.7731666666667|-151.230527777778
AIRPORT|IGT|AK|NIGHTMUTE|NIGHTMUTE|7.1||60.4691708333333|-164.7040375
HELIPORT|1AK5|AK|NIKISKI|OFFSHORE SYSTEMS-KENAI|150||60.7397222222222|-151.308333333333
AIRPORT|AK73|AK|NIKISHKA|MCGAHAN INDUSTRIAL AIRPARK|150|20|60.7252736111111|-151.302236111111
AIRPORT|FSP|AK|NIKOLAI|NIKOLAI|447.5|76|63.0185555555556|-154.358444444444
AIRPORT|IKO|AK|NIKOLSKI|NIKOLSKI AS|76.6||52.9415555555556|-168.849027777778
AIRPORT|NIN|AK|NINILCHIK|NINILCHIK|276|50|60.0202341666667|-151.589418611111
AIRPORT|WTK|AK|NOATAK|NOATAK|91.6||67.5611666666667|-162.980416666667
AIRPORT|94Z|AK|NOME|NOME CITY FIELD|69||64.5114222777778|-165.390230222222
AIRPORT|OME|AK|NOME|NOME|40.6||64.5125555555556|-165.444388888889
AIRPORT|5NN|AK|NONDALTON|NONDALTON|314|114|59.9802302777778|-154.839174722222
AIRPORT|D76|AK|NOORVIK|ROBERT/BOB/CURTIS MEMORIAL|54.5|311|66.8175277777778|-161.02225
AIRPORT|0AK0|AK|NORTH POLE|SCOTTS|800||64.3925|-146.862083333333
AIRPORT|95Z|AK|NORTH POLE|BRADLEY SKY-RANCH|483||64.7592222222222|-147.387638888889
AIRPORT|5AK2|AK|NORTH POLE|HOWARDS|490||64.7306866666667|-147.347686666667
AIRPORT|5AK3|AK|NORTH POLE|AIRWAY|480||64.7731872222222|-147.333802222222
AIRPORT|AK41|AK|NORTH POLE|"GREG'N SAGE"|925||64.5438888888889|-146.844166666667
AIRPORT|AA76|AK|NORTH POLE|TIMBER TRAILS|480||64.7694444444444|-147.329444444444
AIRPORT|78AA|AK|NORTH POLE|LAKEWOOD|540||64.7717611111111|-147.246691666667
AIRPORT|ORT|AK|NORTHWAY|NORTHWAY|1720.1|1150|62.9611666666667|-141.928083333333
AIRPORT|33AK|AK|NUGGET BENCH|NUGGET BENCH|2010||62.5172561111111|-150.945341666667
AIRPORT|AQT|AK|NUIQSUT|NUIQSUT|45.4||70.2098333333333|-151.006472222222
HELIPORT|AK32|AK|NUIQSUT|OOOGURUK ISLAND|27||70.4954222222222|-150.253466666667
AIRPORT|AK20|AK|NUIQSUT|CD-3 AIRSTRIP|7||70.4206222222222|-150.886666666667
HELIPORT|AA27|AK|NUIQSUT|OTP|38||70.4141|-150.018591666667
AIRPORT|NUL|AK|NULATO|NULATO|405.9|146|64.7293333333333|-158.074222222222
AIRPORT|16A|AK|NUNAPITCHUK|NUNAPITCHUK|21.9|100|60.906|-162.440583333333
AIRPORT|ZNC|AK|NYAC|NYAC|460||60.9806552777778|-159.993685
AIRPORT|6R7|AK|OLD HARBOR|OLD HARBOR|55||57.2183055555556|-153.269831944444
SEAPLANE BASE|KOY|AK|OLGA BAY|OLGA BAY|0||57.1614525|-154.229793333333
AIRPORT|Z17|AK|OPHIR|OPHIR|595||63.1459194444444|-156.528908333333
AIRPORT|4K5|AK|OUZINKIE|OUZINKIE|99.8|170|57.9421551666667|-152.464993055556
AIRPORT|PAQ|AK|PALMER|"WARREN ""BUD"" WOODS PALMER MUNI"|248.6||61.5949166666667|-149.088722222222
AIRPORT|3AK2|AK|PALMER|NIKLASON LAKE ESTATES|410||61.6275|-149.286730555556
AIRPORT|AK46|AK|PALMER|ABI|750||61.6288305555556|-149.043188888889
AIRPORT|05AK|AK|PALMER|WASILLA CREEK AIRPARK|620|100|61.6686611111111|-149.187388888889
AIRPORT|AK63|AK|PALMER|PAT-MAR STRIP|246||61.5886111111111|-149.1425
AIRPORT|AK66|AK|PALMER|HUNTER CREEK|100||61.4576333333333|-148.795358333333
AIRPORT|5AK6|AK|PALMER|COLBERG|125||61.5570111111111|-149.268288888889
HELIPORT|03AA|AK|PALMER|TRAPPER T|159|1|61.5560555555556|-149.284527777778
AIRPORT|4AK6|AK|PALMER|WOLF LAKE|540|96|61.6409694444444|-149.28875
AIRPORT|34AK|AK|PALMER|CARDWELL STRIP|425||61.6250388888889|-149.288580555556
AIRPORT|39AK|AK|PALMER|GILMORE STRIP|340||61.5860277777778|-149.235980555556
AIRPORT|AK93|AK|PALMER|GROUSE RIDGE|535||61.6551805555556|-149.273488888889
AIRPORT|14AK|AK|PALMER|FOUR CORNERS|300||61.6024666666667|-149.248
SEAPLANE BASE|2D3|AK|PALMER|GOODING LAKE|500||61.6277194444444|-149.239069444444
SEAPLANE BASE|9AK1|AK|PALMER|STORMY HILL|500||61.6308694444444|-149.231788888889
AIRPORT|AK88|AK|PALMER|EAGLE NEST|416||61.6046972222222|-149.040188888889
AIRPORT|97AK|AK|PALMER|HIGH RIDGE ASSOCIATION|720||61.664|-149.2536
AIRPORT|AK92|AK|PALMER|MARTIN|820||61.6380111111111|-149.028911111111
AIRPORT|AK50|AK|PALMER|SKY RANCH AT PIONEER PEAK|120|140|61.5545694444444|-149.144444444444
SEAPLANE BASE|AA85|AK|PALMER|WALBY LAKE|114||61.6164194444444|-149.221030555556
SEAPLANE BASE|99Z|AK|PALMER|FINGER LAKE|337||61.6092361111111|-149.263541666667
AIRPORT|3AK6|AK|PALMER|B & B BOYS RANCH|300||61.59295|-149.268938888889
AIRPORT|AK1|AK|PALMER|BUTTE MUNI|64||61.5303152777778|-149.017636111111
AIRPORT|5AK9|AK|PALMER|GRANDVIEW SUBDIVISION|150|7|61.5485194444444|-149.190311111111
AIRPORT|7AK9|AK|PALMER|VINDUSKA|700|20|61.6468305555556|-149.048538888889
HELIPORT|92AK|AK|PALMER|MAT-SU RGNL MEDICAL CENTER|145||61.5622444444444|-149.260325
AIRPORT|9AA1|AK|PALMER|ELK RANCH|800|315|61.6820305555556|-149.290736111111
HELIPORT|AA08|AK|PALMER|ALASKA HELIWORX|250||61.5947222222222|-149.153888888889
AIRPORT|PXK|AK|PAXSON|PAXSON|2653||63.02458|-145.500550833333
AIRPORT|4K0|AK|PEDRO BAY|PEDRO BAY|83.9|118|59.7969444444444|-154.129972222222
SEAPLANE BASE|PEC|AK|PELICAN|PELICAN|0||57.9551722222222|-136.236273333333
SEAPLANE BASE|PYL|AK|PERRY ISLAND|PERRY ISLAND|0||60.6852869444444|-147.918736111111
AIRPORT|PEV|AK|PERRYVILLE|PERRYVILLE|29.9|149|55.9067236111111|-159.160829166667
SEAPLANE BASE|63A|AK|PETERSBURG|LLOYD R ROUNDTREE SEAPLANE FACILITY|0||56.8113197222222|-132.960056666667
AIRPORT|PSG|AK|PETERSBURG|PETERSBURG JAMES A JOHNSON|113.2||56.8014722222222|-132.946222222222
AIRPORT|PNP|AK|PILOT POINT|PILOT POINT|57||57.5803805555556|-157.571956944444
AIRPORT|UGB|AK|PILOT POINT|UGASHIK BAY|132||57.4253580555556|-157.739865555556
AIRPORT|0AK|AK|PILOT STATION|PILOT STATION|470.2||61.9614736666667|-162.942382305556
AIRPORT|PTU|AK|PLATINUM|PLATINUM|18||59.0178305555556|-161.827191666667
AIRPORT|6AK1|AK|PLATINUM|PLATINUM MINE|100||58.9117158333333|-161.713891666667
SEAPLANE BASE|KPB|AK|POINT BAKER|POINT BAKER|0||56.3518597222222|-133.622586388889
AIRPORT|PHO|AK|POINT HOPE|POINT HOPE|18.7|22|68.34875|-166.799277777778
AIRPORT|PIZ|AK|POINT LAY|POINT LAY LRRS|28.5||69.7328888888889|-163.005333333333
AIRPORT|6AK2|AK|POINT MACKENZIE|SLEEPERS STRIP|125||61.2514805555556|-149.982221111111
AIRPORT|AK14|AK|POINT MACKENZIE|TURINSKY AIRSTRIP|100||61.3533333333333|-150.0825
AIRPORT|50AK|AK|POINT MACKENZIE|"ROBIN'S LANDING"|95||61.3804611111111|-150.11625
AIRPORT|A14|AK|PORTAGE CREEK|PORTAGE CREEK|129||58.906525|-157.711166666667
SEAPLANE BASE|AHP|AK|PORT ALEXANDER|PORT ALEXANDER|0||56.2468422222222|-134.648153888889
SEAPLANE BASE|16K|AK|PORT ALICE|PORT ALICE|0||55.7849052777778|-133.594223611111
AIRPORT|TPO|AK|PORT ALSWORTH|PORT ALSWORTH|280||60.2043333333333|-154.318872777778
AIRPORT|AK51|AK|PORT ALSWORTH|WILDER/NATWICK LLC|288|20|60.1986386111111|-154.324705
SEAPLANE BASE|KPY|AK|PORT BAILEY|PORT BAILEY|0||57.9301111111111|-153.040559166667
AIRPORT|KPC|AK|PORT CLARENCE|PORT CLARENCE CGS|10||65.2534555555556|-166.857627777778
AIRPORT|PGM|AK|PORT GRAHAM|PORT GRAHAM|93|31|59.348475|-151.830322222222
AIRPORT|PTH|AK|PORT HEIDEN|PORT HEIDEN|95.3|3500|56.9591011111111|-158.633361944444
AIRPORT|ORI|AK|PORT LIONS|PORT LIONS|42|32|57.884925|-152.847572222222
SEAPLANE BASE|19P|AK|PORT PROTECTION|PORT PROTECTION|0||56.3288041666667|-133.610084444444
SEAPLANE BASE|PWR|AK|PORT WALTER|PORT WALTER|0||56.3810172222222|-134.650931111111
SEAPLANE BASE|KPR|AK|PORT WILLIAMS|PORT WILLIAMS|0||58.4901369444444|-152.582165
AIRPORT|PPC|AK|PROSPECT CREEK|PROSPECT CREEK|1094.7||66.8140555555556|-150.643611111111
HELIPORT|90AK|AK|PRUDHOE BAY/DEADHORSE|NORTHSTAR|10||70.4921|-148.703644444444
AIRPORT|01A|AK|PURKEYPILE|PURKEYPILE|2041|640|62.9407555555556|-152.269609722222
AIRPORT|20K|AK|QUAIL CREEK|QUAIL CREEK|1576||65.3547194444444|-149.761377777778
AIRPORT|5QC|AK|QUARTZ CREEK|QUARTZ CREEK /KOUGAROK/|416||65.4059330555556|-164.655724722222
AIRPORT|AQH|AK|QUINHAGAK|QUINHAGAK|41.9|123|59.7550944444444|-161.845366666667
AIRPORT|6AK|AK|RAINY PASS|RAINY PASS LODGE|1900||62.0841419444444|-152.717524722222
AIRPORT|RMP|AK|RAMPART|RAMPART|306.7||65.5079|-150.140833333333
AIRPORT|RDV|AK|RED DEVIL|RED DEVIL|180.6|311|61.7880555555556|-157.35025
AIRPORT|DGG|AK|RED DOG|RED DOG|969||68.0321111111111|-162.899194444444
AIRPORT|RBY|AK|RUBY|RUBY|657.5||64.7272222222222|-155.469888888889
AIRPORT|RSH|AK|RUSSIAN MISSION|RUSSIAN MISSION|58.3|143|61.7748902777778|-161.319398722222
AIRPORT|9AK2|AK|RUSSIAN MISSION|KAKO|300||61.899|-161.439722222222
SEAPLANE BASE|A23|AK|SAGINAW BAY|SAGINAW|0||56.8863322222222|-134.158387777778
AIRPORT|PBV|AK|ST GEORGE|ST GEORGE|127.9|278|56.5773611111111|-169.663722222222
AIRPORT|KSM|AK|"ST MARY'S"|"ST MARY'S"|312.3|3600|62.0608333333333|-163.301833333333
AIRPORT|SMK|AK|ST MICHAEL|ST MICHAEL|98.2|355|63.4900555555556|-162.110388888889
AIRPORT|SNP|AK|ST PAUL ISLAND|ST PAUL ISLAND|66.4|413|57.1663055555556|-170.222555555556
AIRPORT|Z81|AK|SALMON LAKE|SALMON LAKE|509||64.9090097222222|-165.014716666667
AIRPORT|SDP|AK|SAND POINT|SAND POINT|23.6||55.3136944444444|-160.521416666667
SEAPLANE BASE|WSJ|AK|SAN JUAN|SAN JUAN /UGANIK/|0||57.7303744444444|-153.320597222222
AIRPORT|SVA|AK|SAVOONGA|SAVOONGA|59|834|63.6862777777778|-170.493166666667
AIRPORT|SCM|AK|SCAMMON BAY|SCAMMON BAY|22|103|61.8445416666667|-165.57375
AIRPORT|WLK|AK|SELAWIK|SELAWIK|17.1||66.6001388888889|-159.98575
AIRPORT|8AK3|AK|SELAWIK|ROLAND NORTON MEMORIAL AIRSTRIP|360|12|66.7660436111111|-160.15277
AIRPORT|SOV|AK|SELDOVIA|SELDOVIA|29|177|59.4439055555556|-151.705041666667
SEAPLANE BASE|A27|AK|SELDOVIA|SELDOVIA|0||59.4341052777778|-151.707661111111
